Account Username,Account Password,Account Contact First Name,Account Contact Last Name,Account Contact Company,Account Contact Address,Account Contact Address2,Account Contact Country,Account Contact State,Account Contact City,Account Contact Postal Code,Account Contact Phone,Account Contact Fax,Account Contact Email,Account Contact URL,Listing ID,Listing Title,Listing Email,Listing URL,Listing Address,Listing Address2,Listing Country,Listing Country Abbreviation,Listing Region,Listing Region Abbreviation,Listing State,Listing State Abbreviation,Listing City,Listing City Abbreviation,Listing Neighborhood,Listing Neighborhood Abbreviation,Listing Postal Code,Listing Latitude,Listing Longitude,Listing Phone,Listing Fax,Listing Short Description,Listing Long Description,Listing Keywords,Listing Renewal Date,Listing Status,Listing Level,Listing Category 1,Listing Category 2,Listing Category 3,Listing Category 4,Listing Category 5,Listing Template
,,,,,,,,,,,,,,,367543,Miller Ranch & Hunting Preserve,,www.millerranch.com,25010 W. Martin Rd.,,United States,USA,,,Washington,WA,Cheney,,,,99004,,,(509) 370-5535,,,,,1/1/2014,active,Limited,Guides & Outfitters -> White-Tailed Deer,,,,,
,,,,,,,,,,,,,,,367676,Millhaven Plantation,,,752 Oglethorte Trail,,United States,USA,,,Georgia,GA,Sylviana,,,,30467,,,(800) 421-8043,,,,,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> White-Tailed Deer,,,,
,,,,,,,,,,,,,,,367678,Milligan Brand,,www.milliganbrand.com,HC 75 Box 87,,United States,USA,,,New Mexico,NM,Chama,,,,87520,,,(575) 756-2630,(505) 756-2059,,,Guided Hunts  ||  Antelope  ||  Black Bear  ||  Elk  ||  Mule Deer  ||  Rocky Mountain Goat  || Guided Hunts  ||  Black Bear  ||  Elk  ||  Mule Deer ,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Elk,Guides & Outfitters -> Mule Deer,Guides & Outfitters -> Bear,,
,,,,,,,,,,,,,,,367684,Milliron 2 Outfitting,barbsin@trib.com,www.worland.com/milliron2,469 W River Rd.,,United States,USA,,,Wyoming,WY,Worland ,,,,82401,,,(307) 347-2574,,,,Guided Hunts  ||  Whitetail  ||  Turkey  ||  Javelina  ||  Dove  ||  Quail  ||  Varmints  ||  Bird Hunting   ,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Upland Game,Guides & Outfitters -> White-Tailed Deer,Guides & Outfitters -> Pronghorn,Guides & Outfitters -> Mule Deer,
,,,,,,,,,,,,,,,367745,Mills Wilderness Adventures,,www.millswildernessadventures.com,P.O. Box 710,,United States,USA,,,Montana,MT,Augusta,,,,59410,,,(888) 560-3576,,,,Guided Hunts  ||  Antelope  ||  Black Bear  ||  Elk  ||  Mule Deer  ||  Rocky Mountain Goat     ,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Elk,Guides & Outfitters -> Mule Deer,,,
,,,,,,,,,,,,,,,367746,Mills Wilderness Adventures,,www.millswildernessadventures.com,P.O. Box 710,,United States,USA,,,Montana,MT,Augusta,,,,59410,,,(888) 560-3576,,,,Guides || Outfitters,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Elk,,,,
,,,,,,,,,,,,,,,367757,Millstream Preserve,,www.millstreampreserve.com,55 York Rd,,United States,USA,,,Connecticut,CT,Lebenon,,,,6429,,,(860) 295-9974,,,,Bird Hunting  ||  Grouse  ||  Pheasant  ||  Turkey  ||  Ducks  ||  Geese  ||  Waterfowl  || Preserve  ||  Bird Hunting  ||  Pheasant ,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Upland Game,Guides & Outfitters -> Water Fowl,Guides & Outfitters -> White-Tailed Deer,Guides & Outfitters -> Turkey,
,,,,,,,,,,,,,,,367796,Minam River Lodge,,www.steenswildernessadventures.com,64591 Steen Rd,,United States,USA,,,Oregon,OR,Joseph,,,,97846,,,(541) 432-6545,,,"Experience the fresh air and beautiful scenery that Minam River Lodge has to offer.We have a variety of outdoor activities to keep you busy, including hunting for elk, deer and bear.",,1/1/2014,active,Limited,Guides & Outfitters -> White-Tailed Deer,Guides & Outfitters -> Sheep,Guides & Outfitters -> Bear,Guides & Outfitters -> Mule Deer,Guides & Outfitters -> Elk,
,,,,,,,,,,,,,,,367839,Minnesota Horse & Gun Club,,www.horseandhunt.com/index.asp,2920 east 220th Street,,United States,USA,,,Minnesota,MN,Prior Lake,,,,55372,,,(952) 447-2272,,,,Shooting Range  ||  Trap  ||  Skeet  ||  Sporting Clays  ||  Clubhouse  ||  Tournament  ||  Land  ||  Public  ||  Bird Hunting  ||  Quail ,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Upland Game,Guides & Outfitters -> Turkey,,,
,,,,,,,,,,,,,,,367841,Minnesota Horse And Hunt Club,,www.horseandhunt.com/index.asp,2920 220 St. East,,United States,USA,,,Minnesota,MN,Prior Lake,,,,55372,,,(952) 447-2266,,,,Guides || Outfitters,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Upland Game,,,,
,,,,,,,,,,,,,,,367949,Miss Renee Charters,,http://ladyreneecharters.com,8409 Buena Vista Rd,,United States,USA,,,Florida,FL,Fort Myers,,,,33967,,,(239) 267-6884,,,,Guide Service || Sightseeing Tours || Tours-Operators || Promoters,1/1/2014,active,Limited,Guides & Outfitters -> General,,,,,
,,,,,,,,,,,,,,,367956,Missing Link'S Guide Service,,,8606 N 32nd Ave,,United States,USA,,,Arizona,AZ,Phoenix,,,,85051,,,(602) 524-3577,,,,Guides || Outfitters,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Wild Boar & Javelina,Guides & Outfitters -> Elk,Guides & Outfitters -> White-Tailed Deer,Guides & Outfitters -> Mule Deer,
,,,,,,,,,,,,,,,367986,Mississippi Delta Hunts,,www.msdeltahunts.com,1131 Napanee Rd,,United States,USA,,,Mississippi,MS,Leland,,,,38756,,,(662) 686-2404,,,,Guides || Outfitters,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Water Fowl,Guides & Outfitters -> White-Tailed Deer,,,
,,,,,,,,,,,,,,,368030,Missouri Valley Guiding Service,,www.walleyetamer.com,405 Wisconsin Ave.,,United States,USA,,,North Dakota,ND,Geddes,,,,57342,,,(605) 680-3877,,,,Guides || Outfitters,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Upland Game,Guides & Outfitters -> White-Tailed Deer,,,
,,,,,,,,,,,,,,,368034,Misstress Charters,,www.redlinefishingcharters.com,,,United States,USA,,,Florida,FL,Saint Augustine,,,,32086,,,(904) 866-8973,,,,Fishing Guides || Fishing Charters || Parties,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Water Fowl,,,,
,,,,,,,,,,,,,,,368101,Mitch Hurt'S Wild Bird Hunting Guide Service,mitchhurt@earthlink.net,www.wildbirdhunting.com,18 Caledonia Rd. ,,United States,USA,,,Montana,MT,Livingston,,,,59047,,,(406) 223-4919,,,,Bird Hunting  ||  Pheasant  ||  Chukar     ,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Upland Game,,,,
,,,,,,,,,,,,,,,368202,Mj Bread N Butter Charters,,www.breadnbuttercharters.com,Lot # 7 Harbor View Drive,,United States,USA,,,Alaska,AK,Whittier,,,,99693,,,(907) 472-2396,,,,Fishing Guides,1/1/2014,active,Limited,Guides & Outfitters -> General,,,,,
,,,,,,,,,,,,,,,368255,Mo Ducks,,www.moducks.com,6165 State Hwy H,,United States,USA,,,Missouri,MO,Dexter,,,,63841,,,(573) 624-2024,,,,Guides || Outfitters,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Water Fowl,,,,
,,,,,,,,,,,,,,,368483,Mombasa Trading,greg@mbogo.net,www.gaohunts.com,77 Sugar Creek Center Blvd. Suite# 400,,United States,USA,,,Texas,TX,Sugar Land,,,,77478,,,(281) 494-4151,,,,Booking Agent  ||  Guided Hunts  ||  Worldwide     ,1/1/2014,active,Limited,Guides & Outfitters -> General,,,,,
,,,,,,,,,,,,,,,368573,Monigold'S Pheasant & Quail Ranch,,www.monigolds.com,76925 Veal Road ,,United States,USA,,,Ohio,OH,Newcomerstown,,,,43832,,,(740) 498-7822,,,,Bird Hunting  ||  Pheasant  ||  Quail  ||  Huns  ||  Turkey  ||  Ducks     ,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Upland Game,,,,
,,,,,,,,,,,,,,,368574,Monigold'S Upland Bird Hunting,mikemgm54@yahoo.com,http://monigolds.com,17854 Horseshoe Bend Rd.,,United States,USA,,,Ohio,OH,Newcomerstown,,,,43832,,,(740) 498-7822,(740) 498-7822,,,,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Upland Game,,,,
,,,,,,,,,,,,,,,368645,Montana Bird Hunts,dennis@montanabirdhunts.com,www.montanabirdhunts.com,P.O. Box 5031,,United States,USA,,,Montana,MT,Bozeman,,,,59717,,,(406) 223-5923,,,,,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Upland Game,,,,
,,,,,,,,,,,,,,,368659,Montana Guide Service,info@montanaguide.com,http://montanaguide.com,80 Mol Heron Creek Road,,United States,USA,,,Montana,MT,Gardiner,,,,59030,,,(406) 848-7265,,,,Guided Hunts  ||  Elk         ,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Elk,,,,
,,,,,,,,,,,,,,,368664,Montana High Country Outfitters,info@montanahighcountry.com,www.montanahighcountry.com,345 Pilgrim Creek Road,,United States,USA,,,Montana,MT,Noxon,,,,59853,,,(406) 847-2279,,,,Guided Hunts  ||  Elk  ||  Mule Deer  ||  Whitetail  ||  Black Bear  ||  Mountain Lion  ||  Sheep  ||  Moose  ||  Goat  || ,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Elk,Guides & Outfitters -> White-Tailed Deer,Guides & Outfitters -> Mule Deer,,
,,,,,,,,,,,,,,,368683,"Montana Professional Hunters, Ltd",,www.mt-professionalhunters.com,9 Troon Dr.,,United States,USA,,,Montana,MT,Butte,,,,59701,,,(800) 650-4868,,,,Guides || Outfitters,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Mule Deer,Guides & Outfitters -> White-Tailed Deer,Guides & Outfitters -> Elk,Guides & Outfitters -> Pronghorn,
,,,,,,,,,,,,,,,368696,Montana Safaris,,www.montanasafaris.com,200 US Hwy 89 ,,United States,USA,,,Montana,MT,Vaughn,,,,59487,,,(406) 964-2004,,,,Guides || Outfitters,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Elk,Guides & Outfitters -> Mountain Lion,Guides & Outfitters -> Mule Deer,Guides & Outfitters -> Bear,
,,,,,,,,,,,,,,,368714,Montana Wilderness Outfitters,,www.montanawildernesstrips.com,11500 Frenchtown Frontage Rd.,,United States,USA,,,Montana,MT,Missoula,,,,59808,,,(406) 728-0550,,,,Guides || Outfitters,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Elk,Guides & Outfitters -> Mule Deer,Guides & Outfitters -> White-Tailed Deer,Guides & Outfitters -> Predator,
,,,,,,,,,,,,,,,368735,Monte'S Guiding & Mountain Outfitting,montesguiding@juno.com,www.montesguiding.com,16 North Fork Rd.,,United States,USA,,,Montana,MT,Townsend,,,,59644,,,(406) 266-3515,(406) 266-4026,,,,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Elk,Guides & Outfitters -> Mule Deer,Guides & Outfitters -> Pronghorn,Guides & Outfitters -> Upland Game,
,,,,,,,,,,,,,,,368829,Moon Valley Outfitters,moonvalley@gilanet.com,www.moonvalleyoutfitters.com,P.O. Box 97,,United States,USA,,,New Mexico,NM,Luna,,,,87824,,,(575) 547-2141,,,,Guided Hunts  ||  Dall Sheep  ||  Caribou  ||  Moose  ||  Elk  ||  Mule Deer  ||  Whitetail  || Guided Hunts  ||  Elk  ||  Deer ,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Elk,Guides & Outfitters -> Mule Deer,Guides & Outfitters -> Pronghorn,Guides & Outfitters -> Bear,
,,,,,,,,,,,,,,,369024,Moree'S Sportsman'S Preserve,,www.moreespreserve.com,,,United States,USA,,,South Carolina,SC,Society Hill,,,,29593,,,(843) 378-4831,,,,Bird Hunting  ||  Quail  ||  Pheasant  ||  Chukar  ||  Ducks  ||  Sporting Clays  ||  Waterfowl  ||  Shooting Range  ||  Sporting Clays  || ,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Turkey,Guides & Outfitters -> Wild Boar & Javelina,Guides & Outfitters -> Water Fowl,Guides & Outfitters -> Upland Game,
,,,,,,,,,,,,,,,369038,Morgan Academy Deer Hunt,,http://hunt.morganacademy.com,504 Co. Rd. 63,,United States,USA,,,Alabama,AL,Selma,,,,36703,,,(205) 394-2932,,,,Guides || Outfitters,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> White-Tailed Deer,,,,
,,,,,,,,,,,,,,,369096,Morning Creek Outfitting,,www.wyominghunts.com,10 Creek Lane,,United States,USA,,,Wyoming,WY,Cody,,,,82414,,,(307) 587-5343,,,,Guides || Outfitters,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Elk,Guides & Outfitters -> Sheep,Guides & Outfitters -> Mule Deer,,
,,,,,,,,,,,,,,,369130,Morris Game Farm,,,119 North Scollard Street,,United States,USA,,,South Dakota,SD,Artasain,,,,57314,,,(605) 941-7044,,,,,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Upland Game,,,,
,,,,,,,,,,,,,,,369132,Morris Gundogs And Guided Hunts,,www.morrisgundogs.com,2104 Browning Ave,,United States,USA,,,Kansas,KS,Manhattan,,,,66502,,,(785) 539-1622,,,,Guides || Outfitters,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Turkey,Guides & Outfitters -> Upland Game,Guides & Outfitters -> White-Tailed Deer,,
,,,,,,,,,,,,,,,369140,Morris Thompson Cultural,,http://morristhompsoncenter.org,101 Dunkel St,,United States,USA,,,Alaska,AK,Fairbanks,,,,99701,,,(907) 459-3700,,,,Guide Service || Sightseeing Tours,1/1/2014,active,Limited,Guides & Outfitters -> General,,,,,
,,,,,,,,,,,,,,,369150,Morrison Guide Svc,,,1 Main St,,United States,USA,,,Alaska,AK,Igiugig,,,,99613,,,(907) 246-3066,,,,Fishing Guides || Fishing Charters || Parties,1/1/2014,active,Limited,Guides & Outfitters -> General,,,,,
,,,,,,,,,,,,,,,369223,Moser'S Pheasant Creek,moserpheasantcreek@c-magic.com,www.moserspheasantcreek.com,502 County Rd 327,,United States,USA,,,Missouri,MO,Franklin,,,,65250,,,(660) 848-2621,(660) 848-3006,,,,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Upland Game,Guides & Outfitters -> Water Fowl,,,
,,,,,,,,,,,,,,,369248,Moss Back Fever,,www.mossback.com,123 West High Sierra Drive,,United States,USA,,,Utah,UT,Elk Ridge,,,,84651,,,(877) 682-2079,,,,Guides || Outfitters,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Elk,Guides & Outfitters -> Mule Deer,Guides & Outfitters -> Sheep,Guides & Outfitters -> Sheep,
,,,,,,,,,,,,,,,369262,Moss Springs Packing,,www.mosssprings.com,P. O. Box 568,,United States,USA,,,Oregon,OR,Union,,,,97883,,,(888) 812-4707,,,"Moss Springs Packing is a licensed packer and outfitting company working out of Cove, Oregon. All of our hunts are guided by experienced outfitting professionals. We offer several hunting packages including lodge hunts and remote hunts to service all leve",,1/1/2014,active,Limited,Guides & Outfitters -> White-Tailed Deer,Guides & Outfitters -> Elk,Guides & Outfitters -> Bear,,,
,,,,,,,,,,,,,,,369273,Mossy Creek Outfiters,mossycreekoutfitters@yahoo.com,,118 Main Rd,,United States,USA,,,Maine,ME,Bradford,,,,4410,,,(207) 327-2182,,,,,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> White-Tailed Deer,,,,
,,,,,,,,,,,,,,,369277,Mossy Horn Outfitters,,www.huntdaybreakranch.com,18225 334Th Ave,,United States,USA,,,South Dakota,SD,Highmore,,,,57345,,,(406) 490-4690,,,,Guides || Outfitters,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> White-Tailed Deer,,,,
,,,,,,,,,,,,,,,369278,Mossy Island Outfitters,,,12500 County Rd 530,,United States,USA,,,Mississippi,MS,Morgan City,,,,38946,,,(877) 699-6677,,,,Guides || Outfitters,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Water Fowl,,,,
,,,,,,,,,,,,,,,369283,Mother Goose Lake Lodge,flynndaveh@ak.net,,9800 Tolsona Circle,,United States,USA,,,Alaska,AK,Achreage,,,,99515,,,(907) 349-5752,,,,Guided Hunts  ||  Moose  ||  Grizzly  ||  Brown Bear  ||  Wolf  ||  Caribou  ||  Southwest Region ,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Bear,Guides & Outfitters -> Moose,Guides & Outfitters -> Water Fowl,,
,,,,,,,,,,,,,,,369405,Mountain Home Hunting Service,,,104 Darringer,,United States,USA,,,Texas,TX,ingram,,,,78025,,,(830) 367-2568,,,,Guided Hunts  ||  Whitetail  ||  Turkey  ||  Javelina  ||  Aoudad  ||  Mouflon  ||  Corsican  ||  Hawain Black  ||  Texas Dall Sheep  ||  Axis ,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> White-Tailed Deer,Guides & Outfitters -> Exotic,Guides & Outfitters -> Wild Boar & Javelina,Guides & Outfitters -> Buffalo,
,,,,,,,,,,,,,,,369455,Mountain Meadow Shooting Preserve,,www.mountainmeadowhunting.com,364 Mountain Meadow Lane,,United States,USA,,,West Virginia,WV,Greenville ,,,,24945,,,(304) 832-6635,,,,Whitetail Deer || Quail || Woodcock || Wild Boar || Huns.Ducks || Tower || Waterfowl || Bird Hunting || Buffalo || Elk,1/1/2014,active,Limited,Guides & Outfitters -> General,,,,,
,,,,,,,,,,,,,,,369463,Mountain Monarchs Of Alaska,mountainmonarchs@alaska.com,www.mountainmonarchs.com,35555 Kenai Spur Hwy  # 300,,United States,USA,,,Alaska,AK,Soldotna,,,,99669,,,(907) 283-4010,(907) 262-8787,,,,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Bear,Guides & Outfitters -> Moose,Guides & Outfitters -> Caribou,Guides & Outfitters -> Sheep,
,,,,,,,,,,,,,,,369528,Mountain States Guide Service,,www.mountainstatesguideservice.com,P.O. Box 6310,,United States,USA,,,New Mexico,NM,Navajo Dam,,,,87149,,,(505) 320-2602,,,,Guides || Outfitters,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Elk,Guides & Outfitters -> Mule Deer,,,
,,,,,,,,,,,,,,,369587,Mountain View Shooting Preserve,,http://mountainviewpreserve.com,571 County Hwy 36A,,United States,USA,,,New York,NY,Schenevus,,,,12155,,,(631) 793-7643,,,,Bird Hunting  ||  Quail  ||  Woodcock  ||  Chukar  ||  Huns.Ducks  ||  Tower  ||  Waterfowl ,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Upland Game,,,,
,,,,,,,,,,,,,,,369918,Muddy Creek Sporting Club,,www.muddycreeksportingclub.com,29499 Buchanan Rd SW,,United States,USA,,,Oregon,OR,Corvallis,,,,97333,,,(541) 753-4373,,,,,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Water Fowl,,,,
,,,,,,,,,,,,,,,369965,Mule Creek Outfitters,,www.mlazyc.com,801 County Rd 453,,United States,USA,,,Colorado,CO,Lake George,,,,80827,,,(800) 289-4868,,,,Guided Hunts  ||  Elk  ||  Mule Deer  ||  Big Horn Sheep  ||  Moose  ||  Antelope  ||  Black Bear  ||  Mountain Lion  ||  Bobcat  || ,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Elk,Guides & Outfitters -> Bear,Guides & Outfitters -> Mule Deer,Guides & Outfitters -> Sheep,
,,,,,,,,,,,,,,,369975,Mule Shoe Outfitters,juswrigh@wyoming.com,www.muleshoeoutfitters.com,"904 Paradise Road, Bolder WY 82933",,United States,USA,,,Wyoming,WY,Pinedale ,,,,82941,,,(888) 803-7316,,,,Guided Hunts  ||  Elk  ||  Mule Deer  ||  Big Horn Sheep  ||  Moose  ||  Antelope  ||  Black Bear  ||  Mountain Lion  ||  Bobcat  || ,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Elk,Guides & Outfitters -> Moose,Guides & Outfitters -> Sheep,Guides & Outfitters -> Mule Deer,
,,,,,,,,,,,,,,,369978,Muleshoe Bend Outfitters,info@muleshoebend.com,,,,United States,USA,,,Alabama,AL,ALEXANDER CITY,,,,35010,,,(256) 392-0990,,,,,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Turkey,,,,
,,,,,,,,,,,,,,,370011,Mullins Guide Service,,www.mullinsoutfitters.com,22206 N 88Th Ave,,United States,USA,,,Arizona,AZ,Peoria,,,,85382,,,(623) 826-1348,,,,Guides || Outfitters,1/1/2014,active,Limited,Guides & Outfitters -> General,,,,,
,,,,,,,,,,,,,,,370028,Multiple Use Management Inc.,,www.mumwildlife.com,6942 Lawson Rd,,United States,USA,,,California,CA,Valley Springs,,,,95252,,,(800) 557-7087,,,,Guides || Outfitters,1/1/2014,active,Limited,Guides & Outfitters -> General,,,,,
,,,,,,,,,,,,,,,370172,Mushitz Ringnecks,,http://mushitzringnecks.com,28744 370Th Ave,,United States,USA,,,South Dakota,SD,Geddes,,,,57342,,,(605) 337-3109,,,,Guides || Outfitters,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Upland Game,,,,
,,,,,,,,,,,,,,,370180,Muskeg Excursions,johnnie@muskegexcursions.com,www.muskegexcursions.com,PO Box 259,,United States,USA,,,Alaska,AK,Kiawock,,,,99925,,,(907) 617-5618,(907) 225-9513,,,,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Bear,Guides & Outfitters -> Sheep,,,
,,,,,,,,,,,,,,,370206,Mustang Creek Ranch,wtgrace@aol.com,www.whitetailbuck.com,P.O. Box 1038,,United States,USA,,,Texas,TX,Salado,,,,76571,,,(254) 947-0026,(254) 947-0031,,,,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> White-Tailed Deer,Guides & Outfitters -> Elk,Guides & Outfitters -> Exotic,,
,,,,,,,,,,,,,,,370230,Muy Grande Ranch,,www.muygranderanch.com,10434 Whitetail Way,,United States,USA,,,Michigan,MI,Millersburg,,,,49759,,,(989) 733-7565,,,,Guides || Outfitters,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> White-Tailed Deer,,,,
,,,,,,,,,,,,,,,370313,Myers Hunting Services Inc,myersinc@amigo.net,www.lazy-v-box.com,6148 State Hwy 317,,United States,USA,,,Colorado,CO,Hamilton,,,,81638,,,(970) 824-9317,,,,,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Elk,Guides & Outfitters -> Mule Deer,,,
,,,,,,,,,,,,,,,370347,Mystic Saddle Ranch Llc,,www.mysticsaddleranch.com,Hc 64 Box 9951,,United States,USA,,,Idaho,ID,Stanley,,,,83278,,,(208) 774-3591,,,,Guides || Outfitters,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Mule Deer,Guides & Outfitters -> Elk,Guides & Outfitters -> Bear,,
,,,,,,,,,,,,,,,370428,Nail Ranch,cwinters@nail-ranch.com,www.nail-ranch.com,P.O Box 2649 ,,United States,USA,,,Texas,TX,Albany,,,,76430,,,(325) 762-2974,(915) 762-2974,,,,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> White-Tailed Deer,Guides & Outfitters -> Wild Boar & Javelina,Guides & Outfitters -> Turkey,Guides & Outfitters -> Predator,
,,,,,,,,,,,,,,,370744,Native Guides,,www.nativeguidesfishing.com,15951 Captiva Dr.,,United States,USA,,,Florida,FL,Captiva,,,,33924,,,(239) 822-3337,,,,Fishing Guides,1/1/2014,active,Limited,Guides & Outfitters -> General,,,,,
,,,,,,,,,,,,,,,370878,Nck Outfitters,,www.nckhunt.com,1624 Meadow Lane,,United States,USA,,,Kansas,KS,Clay Center,,,,67432,,,(785) 632-2085,,,,Guides || Outfitters,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> White-Tailed Deer,Guides & Outfitters -> Upland Game,Guides & Outfitters -> Turkey,Guides & Outfitters -> Predator,
